status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,default,amount_duration_ratio,age_bucket,log_amount,duration_squared,high_installment,amount_per_person,senior_flag,young_flag,multiple_credits,long_duration
0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,2323,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,24,none,rent,1,skilled employee/official,1,no,yes,1,1,64.52777777777777,18-30,7.750614732770409,1296,1,2323.0,0,1,0,1
no checking account,6,delay in paying off in the past,domestic appliances,932,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,24,none,own,1,skilled employee/official,1,no,yes,1,1,155.33333333333334,18-30,6.837332814685591,36,1,932.0,0,1,0,0
0 <= ... < 200 DM,9,critical account/other credits existing,radio/television,1919,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,car or other,35,none,rent,1,skilled employee/official,1,yes,yes,1,1,213.22222222222223,31-45,7.5595594960077,81,1,1919.0,0,0,0,0
no checking account,12,existing credits paid back duly till now,car (used),2445,unknown/no savings account,... < 1 year,2,male : married/widowed,none,4,car or other,26,none,rent,1,skilled employee/official,1,yes,yes,1,1,203.75,18-30,7.801800401908973,144,0,2445.0,0,0,0,0
0 <= ... < 200 DM,24,critical account/other credits existing,furniture/equipment,11938,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,car or other,39,none,own,2,management/self-employed/highly qualified employee/officer,2,yes,yes,0,0,497.4166666666667,31-45,9.387481868728596,576,0,5969.0,0,0,1,1
no checking account,18,all credits at this bank paid back duly,car (new),6458,... < 100 DM,... >= 7 years,2,male : single,none,4,unknown/no property,39,bank,own,2,management/self-employed/highly qualified employee/officer,2,yes,yes,0,0,358.77777777777777,31-45,8.77307495131822,324,0,3229.0,0,0,1,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),6078,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,car or other,32,none,own,1,skilled employee/official,1,no,yes,1,1,506.5,31-45,8.712430973476739,144,0,6078.0,0,0,0,0
... < 100 DM,24,existing credits paid back duly till now,radio/television,7721,unknown/no savings account,... < 1 year,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,30,none,own,1,skilled employee/official,1,yes,no,1,1,321.7083333333333,18-30,8.951699168308815,576,0,7721.0,0,0,0,1
0 <= ... < 200 DM,14,existing credits paid back duly till now,others,1410,500 <= ... < 1000 DM,... >= 7 years,1,male : married/widowed,none,2,real estate,35,none,own,1,skilled employee/official,1,yes,yes,1,1,100.71428571428571,31-45,7.251344983372214,196,0,1410.0,0,0,0,0
0 <= ... < 200 DM,6,delay in paying off in the past,others,1449,100 <= ... < 500 DM,... >= 7 years,1,male : divorced/separated,none,2,car or other,31,bank,own,2,skilled employee/official,2,no,yes,1,1,241.5,31-45,7.278628942320682,36,0,724.5,0,0,1,0
... >= 200 DM / salary for at least 1 year,15,existing credits paid back duly till now,retraining,392,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,23,none,rent,1,skilled employee/official,1,yes,yes,1,1,26.133333333333333,18-30,5.971261839790462,225,1,392.0,0,1,0,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),6260,... < 100 DM,4 <= ... < 7 years,3,male : single,none,3,real estate,28,none,rent,1,unskilled - resident,1,no,yes,1,1,347.77777777777777,18-30,8.741935464094144,324,1,6260.0,0,0,0,0
no checking account,36,critical account/other credits existing,car (new),7855,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,25,stores,own,2,skilled employee/official,1,yes,yes,0,0,218.19444444444446,18-30,8.96890555068972,1296,1,7855.0,0,0,1,1
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,1680,500 <= ... < 1000 DM,... >= 7 years,3,male : married/widowed,none,1,real estate,35,none,own,1,skilled employee/official,1,no,yes,1,1,140.0,31-45,7.426549072397305,144,1,1680.0,0,0,0,0
no checking account,48,critical account/other credits existing,domestic appliances,3578,unknown/no savings account,... >= 7 years,4,male : single,none,1,real estate,47,none,own,1,skilled employee/official,1,yes,yes,1,1,74.54166666666667,46-60,8.182559264068665,2304,1,3578.0,0,0,0,1
... < 100 DM,42,existing credits paid back duly till now,domestic appliances,7174,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,car or other,30,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,170.8095238095238,18-30,8.878218658092228,1764,1,7174.0,0,0,0,1
... < 100 DM,10,critical account/other credits existing,radio/television,2132,unknown/no savings account,... < 1 year,2,female : divorced/separated/married,co-applicant,3,real estate,27,none,rent,2,skilled employee/official,1,no,no,1,1,213.2,18-30,7.664815785285735,100,0,2132.0,0,0,1,0
... < 100 DM,33,critical account/other credits existing,radio/television,4281,500 <= ... < 1000 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,car or other,23,none,own,2,skilled employee/official,1,no,yes,0,0,129.72727272727272,18-30,8.361941906144946,1089,0,4281.0,0,1,1,1
0 <= ... < 200 DM,12,critical account/other credits existing,car (new),2366,500 <= ... < 1000 DM,4 <= ... < 7 years,3,male : divorced/separated,none,3,car or other,36,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,197.16666666666666,31-45,7.768956044538332,144,1,2366.0,0,0,0,0
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,1835,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,25,none,own,2,skilled employee/official,1,yes,yes,0,0,87.38095238095238,18-30,7.51479976048867,441,1,1835.0,0,0,1,1
no checking account,24,critical account/other credits existing,car (used),3868,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,2,car or other,41,none,rent,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,161.16666666666666,31-45,8.260492856573185,576,1,3868.0,0,0,1,1
no checking account,12,existing credits paid back duly till now,radio/television,1768,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,24,none,rent,1,unskilled - resident,1,no,yes,1,1,147.33333333333334,18-30,7.477604243197589,144,1,1768.0,0,1,0,0
... >= 200 DM / salary for at least 1 year,10,critical account/other credits existing,car (new),781,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,63,none,for free,2,skilled employee/official,1,yes,yes,1,1,78.1,60+,6.660575149839686,100,1,781.0,1,0,1,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,1924,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,3,real estate,27,none,rent,1,skilled employee/official,1,no,yes,0,0,106.88888888888889,18-30,7.562161631225652,324,1,1924.0,0,0,0,0
... < 100 DM,12,critical account/other credits existing,car (new),2121,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,30,none,own,2,skilled employee/official,1,no,yes,1,1,176.75,18-30,7.659642954564682,144,1,2121.0,0,0,1,0
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,701,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,own,1,unskilled - resident,1,no,yes,1,1,58.416666666666664,31-45,6.55250788703459,144,1,701.0,0,0,0,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,education,639,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,30,none,own,1,skilled employee/official,1,no,yes,0,0,53.25,18-30,6.459904454377535,144,1,639.0,0,0,0,0
0 <= ... < 200 DM,12,critical account/other credits existing,car (used),1860,... < 100 DM,unemployed,4,male : single,none,2,car or other,34,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,155.0,31-45,7.528331766707247,144,1,1860.0,0,0,1,0
... < 100 DM,12,critical account/other credits existing,car (new),3499,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,co-applicant,2,real estate,29,none,own,2,skilled employee/official,1,no,yes,0,0,291.5833333333333,18-30,8.160232492367689,144,1,3499.0,0,0,1,0
0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),8487,unknown/no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,24,none,own,1,skilled employee/official,1,no,yes,1,1,176.8125,18-30,9.046290859969677,2304,0,8487.0,0,1,0,1
... < 100 DM,36,delay in paying off in the past,retraining,6887,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,29,stores,own,1,skilled employee/official,1,yes,yes,0,0,191.30555555555554,18-30,8.837390855544697,1296,1,6887.0,0,0,0,1
no checking account,15,existing credits paid back duly till now,radio/television,2708,... < 100 DM,... < 1 year,2,male : single,none,3,building society savings agreement/life insurance,27,bank,own,2,unskilled - resident,1,no,yes,1,1,180.53333333333333,18-30,7.903965634032166,225,0,2708.0,0,0,1,0
no checking account,18,existing credits paid back duly till now,radio/television,1984,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,47,bank,for free,2,skilled employee/official,1,no,yes,1,1,110.22222222222223,46-60,7.592870287844818,324,1,1984.0,0,0,1,0
no checking account,60,existing credits paid back duly till now,domestic appliances,10144,100 <= ... < 500 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,21,none,own,1,skilled employee/official,1,yes,yes,1,1,169.06666666666666,18-30,9.224637676677007,3600,0,10144.0,0,1,0,1
no checking account,12,critical account/other credits existing,domestic appliances,1240,unknown/no savings account,... >= 7 years,4,female : divorced/separated/married,none,2,real estate,38,none,own,2,skilled employee/official,1,yes,yes,1,1,103.33333333333333,31-45,7.122866658599083,144,1,1240.0,0,0,1,0
no checking account,27,delay in paying off in the past,car (used),8613,... >= 1000 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,27,none,own,2,skilled employee/official,1,no,yes,1,1,319.0,18-30,9.061027968789174,729,0,8613.0,0,0,1,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,766,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,3,real estate,66,none,own,1,unskilled - resident,1,no,yes,0,0,63.833333333333336,60+,6.641182169740591,144,1,766.0,1,0,0,0
0 <= ... < 200 DM,15,critical account/other credits existing,domestic appliances,2728,unknown/no savings account,4 <= ... < 7 years,4,male : single,guarantor,2,real estate,35,bank,own,3,skilled employee/official,1,yes,yes,1,1,181.86666666666667,31-45,7.911324018963353,225,1,2728.0,0,0,1,0
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,1881,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,car or other,44,none,rent,1,unskilled - resident,1,yes,yes,1,1,156.75,31-45,7.53955882930103,144,0,1881.0,0,0,0,0
... >= 200 DM / salary for at least 1 year,6,existing credits paid back duly till now,car (new),709,... >= 1000 DM,... < 1 year,2,male : married/widowed,none,2,real estate,27,none,own,1,unemployed/unskilled - non-resident,1,no,no,1,1,118.16666666666667,18-30,6.5638555265321274,36,0,709.0,0,0,0,0
0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,4795,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,unknown/no property,30,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,133.19444444444446,18-30,8.475328987317539,1296,1,4795.0,0,0,0,1
... < 100 DM,27,existing credits paid back duly till now,domestic appliances,3416,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,car or other,27,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,1,126.51851851851852,18-30,8.13622555490846,729,1,3416.0,0,0,0,1
... < 100 DM,18,existing credits paid back duly till now,radio/television,2462,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,22,none,own,1,skilled employee/official,1,no,yes,0,0,136.77777777777777,18-30,7.808729306744399,324,0,2462.0,0,1,0,0
no checking account,21,critical account/other credits existing,radio/television,2288,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,23,none,own,1,skilled employee/official,1,yes,yes,1,1,108.95238095238095,18-30,7.7354333524996886,441,1,2288.0,0,1,0,1
0 <= ... < 200 DM,48,all credits at this bank paid back duly,others,3566,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,2,car or other,30,none,own,1,skilled employee/official,1,no,yes,1,1,74.29166666666667,18-30,8.179199798423086,2304,1,3566.0,0,0,0,1
... < 100 DM,6,critical account/other credits existing,car (new),860,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown/no property,39,none,own,2,skilled employee/official,1,yes,yes,1,1,143.33333333333334,31-45,6.756932389247553,36,0,860.0,0,0,1,0
no checking account,12,critical account/other credits existing,car (new),682,100 <= ... < 500 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,car or other,51,none,own,2,skilled employee/official,1,yes,yes,1,1,56.833333333333336,46-60,6.525029657843462,144,1,682.0,0,0,1,0
... < 100 DM,36,critical account/other credits existing,radio/television,5371,... < 100 DM,1 <= ... < 4 years,3,male : single,guarantor,2,building society savings agreement/life insurance,28,none,own,2,skilled employee/official,1,no,yes,1,1,149.19444444444446,18-30,8.58876938990546,1296,1,5371.0,0,0,1,1
no checking account,18,critical account/other credits existing,domestic appliances,1582,... >= 1000 DM,... >= 7 years,4,male : single,none,4,car or other,46,none,own,2,skilled employee/official,1,no,yes,1,1,87.88888888888889,46-60,7.366445148327599,324,1,1582.0,0,0,1,0
no checking account,6,existing credits paid back duly till now,domestic appliances,1346,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,unknown/no property,42,bank,for free,1,skilled employee/official,2,yes,yes,1,1,224.33333333333334,31-45,7.204892510204673,36,0,673.0,0,0,0,0
no checking account,10,existing credits paid back duly till now,domestic appliances,1924,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,building society savings agreement/life insurance,38,none,own,1,skilled employee/official,1,yes,no,1,1,192.4,31-45,7.562161631225652,100,0,1924.0,0,0,0,0
... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,domestic appliances,5848,... < 100 DM,1 <= ... < 4 years,4,male : single,none,1,car or other,24,none,own,1,skilled employee/official,1,no,yes,1,1,162.44444444444446,18-30,8.673855001429615,1296,1,5848.0,0,1,0,1
0 <= ... < 200 DM,24,critical account/other credits existing,car (used),7758,... >= 1000 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown/no property,29,none,rent,1,skilled employee/official,1,no,yes,1,1,323.25,18-30,8.956479847999912,576,0,7758.0,0,0,0,1
0 <= ... < 200 DM,24,delay in paying off in the past,others,6967,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,36,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,290.2916666666667,31-45,8.848939995030118,576,1,6967.0,0,0,0,1
... < 100 DM,12,existing credits paid back duly till now,radio/television,1282,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,20,none,rent,1,skilled employee/official,1,no,yes,0,0,106.83333333333333,18-30,7.156176637480615,144,0,1282.0,0,1,0,0
